Epoch, Time, Latitude(deg), Longitude(deg), Height(m), Sats
1, 2021/11/14  7:21:20 GPS, 30.52780383, 114.35695869, 14.1656, 22
2, 2021/11/14  7:21:21 GPS, 30.52780363, 114.35695834, 14.1383, 22
3, 2021/11/14  7:21:22 GPS, 30.52780345, 114.35695802, 14.0980, 22
4, 2021/11/14  7:21:23 GPS, 30.52780384, 114.35695815, 14.1010, 22
5, 2021/11/14  7:21:24 GPS, 30.52780409, 114.35695810, 14.1123, 22
6, 2021/11/14  7:21:25 GPS, 30.52780411, 114.35695801, 14.1241, 22
7, 2021/11/14  7:21:26 GPS, 30.52780461, 114.35695820, 14.1184, 22
8, 2021/11/14  7:21:27 GPS, 30.52780480, 114.35695840, 14.0902, 22
9, 2021/11/14  7:21:28 GPS, 30.52780485, 114.35695819, 14.0752, 22
10, 2021/11/14  7:21:29 GPS, 30.52780471, 114.35695795, 14.0700, 22
11, 2021/11/14  7:21:30 GPS, 30.52780467, 114.35695740, 14.0112, 22
12, 2021/11/14  7:21:31 GPS, 30.52780509, 114.35695758, 14.0307, 22
13, 2021/11/14  7:21:32 GPS, 30.52780545, 114.35695764, 13.9936, 22
14, 2021/11/14  7:21:33 GPS, 30.52780563, 114.35695786, 14.0150, 22
15, 2021/11/14  7:21:34 GPS, 30.52780568, 114.35695784, 14.0015, 22
16, 2021/11/14  7:21:35 GPS, 30.52780575, 114.35695775, 13.9848, 22
17, 2021/11/14  7:21:36 GPS, 30.52780590, 114.35695806, 13.9632, 22
18, 2021/11/14  7:21:37 GPS, 30.52780619, 114.35695844, 13.9943, 22
19, 2021/11/14  7:21:38 GPS, 30.52780642, 114.35695860, 13.9843, 22
20, 2021/11/14  7:21:39 GPS, 30.52780643, 114.35695874, 13.9541, 22
21, 2021/11/14  7:21:40 GPS, 30.52780623, 114.35695848, 13.9849, 22
22, 2021/11/14  7:21:41 GPS, 30.52780608, 114.35695816, 13.9385, 22
23, 2021/11/14  7:21:42 GPS, 30.52780588, 114.35695803, 13.9332, 22
24, 2021/11/14  7:21:43 GPS, 30.52780589, 114.35695800, 13.9320, 22
25, 2021/11/14  7:21:44 GPS, 30.52780569, 114.35695781, 13.9130, 22
26, 2021/11/14  7:21:45 GPS, 30.52780582, 114.35695775, 13.8822, 22
27, 2021/11/14  7:21:46 GPS, 30.52780601, 114.35695802, 13.8627, 22
28, 2021/11/14  7:21:47 GPS, 30.52780627, 114.35695834, 13.8795, 22
29, 2021/11/14  7:21:48 GPS, 30.52780633, 114.35695854, 13.8446, 22
30, 2021/11/14  7:21:49 GPS, 30.52780625, 114.35695862, 13.8384, 22
31, 2021/11/14  7:21:50 GPS, 30.52780620, 114.35695885, 13.8514, 22
32, 2021/11/14  7:21:51 GPS, 30.52780646, 114.35695891, 13.8204, 22
33, 2021/11/14  7:21:52 GPS, 30.52780660, 114.35695889, 13.8181, 22
34, 2021/11/14  7:21:53 GPS, 30.52780664, 114.35695921, 13.8125, 22
35, 2021/11/14  7:21:54 GPS, 30.52780648, 114.35695895, 13.7963, 22
36, 2021/11/14  7:21:55 GPS, 30.52780663, 114.35695867, 13.7358, 22
37, 2021/11/14  7:21:56 GPS, 30.52780681, 114.35695880, 13.7468, 22
38, 2021/11/14  7:21:57 GPS, 30.52780696, 114.35695897, 13.7326, 22
39, 2021/11/14  7:21:58 GPS, 30.52780691, 114.35695889, 13.7066, 22
40, 2021/11/14  7:21:59 GPS, 30.52780688, 114.35695894, 13.7113, 22
41, 2021/11/14  7:22: 0 GPS, 30.52780707, 114.35695886, 13.6898, 22
42, 2021/11/14  7:22: 1 GPS, 30.52780706, 114.35695889, 13.6800, 22
43, 2021/11/14  7:22: 2 GPS, 30.52780717, 114.35695887, 13.6702, 22
44, 2021/11/14  7:22: 3 GPS, 30.52780748, 114.35695884, 13.6580, 22
45, 2021/11/14  7:22: 4 GPS, 30.52780754, 114.35695876, 13.6332, 22
46, 2021/11/14  7:22: 5 GPS, 30.52780760, 114.35695871, 13.6659, 22
47, 2021/11/14  7:22: 6 GPS, 30.52780761, 114.35695889, 13.6958, 22
48, 2021/11/14  7:22: 7 GPS, 30.52780768, 114.35695904, 13.7005, 22
49, 2021/11/14  7:22: 8 GPS, 30.52780774, 114.35695905, 13.7279, 22
50, 2021/11/14  7:22: 9 GPS, 30.52780765, 114.35695909, 13.7639, 22
51, 2021/11/14  7:22:10 GPS, 30.52781750, 114.35696899, 14.3565, 22
52, 2021/11/14  7:22:11 GPS, 30.52781756, 114.35696900, 14.3346, 22
53, 2021/11/14  7:22:12 GPS, 30.52781747, 114.35696915, 14.3486, 22
54, 2021/11/14  7:22:13 GPS, 30.52781733, 114.35696913, 14.3676, 22
55, 2021/11/14  7:22:14 GPS, 30.52781723, 114.35696896, 14.3507, 22
56, 2021/11/14  7:22:15 GPS, 30.52781730, 114.35696885, 14.3092, 22
57, 2021/11/14  7:22:16 GPS, 30.52781731, 114.35696867, 14.3050, 22
58, 2021/11/14  7:22:17 GPS, 30.52781731, 114.35696855, 14.3252, 22
59, 2021/11/14  7:22:18 GPS, 30.52781736, 114.35696825, 14.2996, 22
60, 2021/11/14  7:22:19 GPS, 30.52781737, 114.35696814, 14.2910, 22
61, 2021/11/14  7:22:20 GPS, 30.52781730, 114.35696808, 14.3187, 22
62, 2021/11/14  7:22:21 GPS, 30.52781736, 114.35696806, 14.3198, 22
63, 2021/11/14  7:22:22 GPS, 30.52781726, 114.35696801, 14.3163, 22
64, 2021/11/14  7:22:23 GPS, 30.52781723, 114.35696787, 14.3343, 22
65, 2021/11/14  7:22:24 GPS, 30.52781726, 114.35696777, 14.3465, 22
66, 2021/11/14  7:22:25 GPS, 30.52781733, 114.35696777, 14.3600, 22
67, 2021/11/14  7:22:26 GPS, 30.52781745, 114.35696753, 14.3279, 22
68, 2021/11/14  7:22:27 GPS, 30.52781740, 114.35696757, 14.3371, 22
69, 2021/11/14  7:22:28 GPS, 30.52781742, 114.35696768, 14.3751, 22
70, 2021/11/14  7:22:29 GPS, 30.52781735, 114.35696746, 14.3948, 22
71, 2021/11/14  7:22:30 GPS, 30.52781731, 114.35696749, 14.4271, 22
72, 2021/11/14  7:22:31 GPS, 30.52781724, 114.35696738, 14.4343, 22
73, 2021/11/14  7:22:32 GPS, 30.52781715, 114.35696744, 14.4476, 22
74, 2021/11/14  7:22:33 GPS, 30.52781703, 114.35696746, 14.4394, 22
75, 2021/11/14  7:22:34 GPS, 30.52781702, 114.35696743, 14.4365, 22
76, 2021/11/14  7:22:35 GPS, 30.52781687, 114.35696751, 14.4517, 22
77, 2021/11/14  7:22:36 GPS, 30.52781682, 114.35696752, 14.4562, 22
78, 2021/11/14  7:22:37 GPS, 30.52781690, 114.35696770, 14.4501, 22
79, 2021/11/14  7:22:38 GPS, 30.52781685, 114.35696789, 14.4667, 22
80, 2021/11/14  7:22:39 GPS, 30.52781671, 114.35696767, 14.4483, 22
81, 2021/11/14  7:22:40 GPS, 30.52781664, 114.35696743, 14.4299, 22
82, 2021/11/14  7:22:41 GPS, 30.52781667, 114.35696738, 14.4315, 22
83, 2021/11/14  7:22:42 GPS, 30.52781670, 114.35696731, 14.4326, 22
84, 2021/11/14  7:22:43 GPS, 30.52781664, 114.35696733, 14.4426, 22
85, 2021/11/14  7:22:44 GPS, 30.52781659, 114.35696733, 14.4601, 22
86, 2021/11/14  7:22:45 GPS, 30.52781661, 114.35696726, 14.4548, 22
87, 2021/11/14  7:22:46 GPS, 30.52781660, 114.35696736, 14.4525, 22
88, 2021/11/14  7:22:47 GPS, 30.52781673, 114.35696722, 14.4531, 22
89, 2021/11/14  7:22:48 GPS, 30.52781690, 114.35696717, 14.4399, 22
90, 2021/11/14  7:22:49 GPS, 30.52781694, 114.35696728, 14.4653, 22
91, 2021/11/14  7:22:50 GPS, 30.52781680, 114.35696732, 14.4893, 22
92, 2021/11/14  7:22:51 GPS, 30.52781680, 114.35696723, 14.4590, 22
93, 2021/11/14  7:22:52 GPS, 30.52781697, 114.35696727, 14.4354, 22
94, 2021/11/14  7:22:53 GPS, 30.52781636, 114.35698148, 12.1171, 23
95, 2021/11/14  7:22:54 GPS, 30.52781646, 114.35698170, 12.0985, 23
96, 2021/11/14  7:22:55 GPS, 30.52781634, 114.35698187, 12.0830, 23
97, 2021/11/14  7:22:56 GPS, 30.52781635, 114.35698210, 12.0509, 23
98, 2021/11/14  7:22:57 GPS, 30.52781633, 114.35698199, 12.0582, 23
99, 2021/11/14  7:22:58 GPS, 30.52781632, 114.35698191, 12.0341, 23
100, 2021/11/14  7:22:59 GPS, 30.52781626, 114.35698204, 12.0420, 23
101, 2021/11/14  7:23: 0 GPS, 30.52781614, 114.35698219, 12.0902, 23
102, 2021/11/14  7:23: 1 GPS, 30.52781602, 114.35698234, 12.1130, 23
103, 2021/11/14  7:23: 2 GPS, 30.52781611, 114.35698244, 12.1103, 23
104, 2021/11/14  7:23: 3 GPS, 30.52781598, 114.35698248, 12.1297, 23
105, 2021/11/14  7:23: 4 GPS, 30.52781590, 114.35698238, 12.1154, 23
106, 2021/11/14  7:23: 5 GPS, 30.52781600, 114.35698238, 12.0638, 23
107, 2021/11/14  7:23: 6 GPS, 30.52781600, 114.35698227, 12.0422, 23
108, 2021/11/14  7:23: 7 GPS, 30.52781582, 114.35698251, 12.0602, 23
109, 2021/11/14  7:23: 8 GPS, 30.52781580, 114.35698253, 12.0346, 23
110, 2021/11/14  7:23: 9 GPS, 30.52781586, 114.35698273, 12.0308, 23
111, 2021/11/14  7:23:10 GPS, 30.52781599, 114.35698264, 12.0322, 23
112, 2021/11/14  7:23:11 GPS, 30.52781593, 114.35698279, 12.0505, 23
113, 2021/11/14  7:23:12 GPS, 30.52781583, 114.35698311, 12.0592, 23
114, 2021/11/14  7:23:13 GPS, 30.52781571, 114.35698318, 12.0394, 23
115, 2021/11/14  7:23:14 GPS, 30.52781552, 114.35698330, 12.0493, 23
116, 2021/11/14  7:23:15 GPS, 30.52781549, 114.35698316, 12.0445, 23
117, 2021/11/14  7:23:16 GPS, 30.52781535, 114.35698306, 12.0970, 23
118, 2021/11/14  7:23:17 GPS, 30.52781545, 114.35698315, 12.0836, 23
119, 2021/11/14  7:23:18 GPS, 30.52781547, 114.35698317, 12.1122, 23
120, 2021/11/14  7:23:19 GPS, 30.52781548, 114.35698314, 12.1120, 23
121, 2021/11/14  7:23:20 GPS, 30.52781545, 114.35698313, 12.1330, 23
122, 2021/11/14  7:23:21 GPS, 30.52781544, 114.35698322, 12.1376, 23
123, 2021/11/14  7:23:22 GPS, 30.52781538, 114.35698335, 12.1685, 23
124, 2021/11/14  7:23:23 GPS, 30.52781526, 114.35698339, 12.1797, 23
125, 2021/11/14  7:23:24 GPS, 30.52781514, 114.35698343, 12.1607, 23
126, 2021/11/14  7:23:25 GPS, 30.52781506, 114.35698363, 12.1641, 23
127, 2021/11/14  7:23:26 GPS, 30.52781506, 114.35698364, 12.1865, 23
128, 2021/11/14  7:23:27 GPS, 30.52781505, 114.35698371, 12.1876, 23
129, 2021/11/14  7:23:28 GPS, 30.52781493, 114.35698375, 12.2458, 23
130, 2021/11/14  7:23:29 GPS, 30.52781485, 114.35698351, 12.2670, 23
131, 2021/11/14  7:23:30 GPS, 30.52781482, 114.35698333, 12.2881, 23
132, 2021/11/14  7:23:31 GPS, 30.52781492, 114.35698337, 12.3270, 23
133, 2021/11/14  7:23:32 GPS, 30.52781503, 114.35698342, 12.3440, 23
134, 2021/11/14  7:23:33 GPS, 30.52781487, 114.35698348, 12.3851, 23
135, 2021/11/14  7:23:34 GPS, 30.52781480, 114.35698340, 12.4380, 23
136, 2021/11/14  7:23:35 GPS, 30.52781473, 114.35698342, 12.4563, 23
137, 2021/11/14  7:23:36 GPS, 30.52781480, 114.35698329, 12.4916, 23
138, 2021/11/14  7:23:37 GPS, 30.52781498, 114.35698314, 12.5077, 23
139, 2021/11/14  7:23:38 GPS, 30.52781510, 114.35698274, 12.4999, 23
140, 2021/11/14  7:23:39 GPS, 30.52781510, 114.35698270, 12.4951, 23
141, 2021/11/14  7:23:40 GPS, 30.52781526, 114.35698259, 12.4816, 23
142, 2021/11/14  7:23:41 GPS, 30.52781535, 114.35698239, 12.5124, 23
143, 2021/11/14  7:23:42 GPS, 30.52781536, 114.35698231, 12.5498, 23
144, 2021/11/14  7:23:43 GPS, 30.52781525, 114.35698220, 12.5466, 23
145, 2021/11/14  7:23:44 GPS, 30.52781543, 114.35698192, 12.5817, 23
146, 2021/11/14  7:23:45 GPS, 30.52781542, 114.35698186, 12.5649, 23
147, 2021/11/14  7:23:46 GPS, 30.52781547, 114.35698159, 12.5591, 23
148, 2021/11/14  7:23:47 GPS, 30.52781553, 114.35698132, 12.5619, 23
149, 2021/11/14  7:23:48 GPS, 30.52781537, 114.35698135, 12.5665, 23
150, 2021/11/14  7:23:49 GPS, 30.52781533, 114.35698119, 12.6226, 23
151, 2021/11/14  7:23:50 GPS, 30.52781546, 114.35698098, 12.6531, 23
152, 2021/11/14  7:23:51 GPS, 30.52781544, 114.35698072, 12.6962, 23
153, 2021/11/14  7:23:52 GPS, 30.52781556, 114.35698038, 12.6978, 23
154, 2021/11/14  7:23:53 GPS, 30.52781554, 114.35698051, 12.7290, 23
155, 2021/11/14  7:23:54 GPS, 30.52781558, 114.35698035, 12.7129, 23
156, 2021/11/14  7:23:55 GPS, 30.52781565, 114.35698035, 12.7501, 23
157, 2021/11/14  7:23:56 GPS, 30.52781552, 114.35698035, 12.6931, 23
158, 2021/11/14  7:23:57 GPS, 30.52781550, 114.35698026, 12.6963, 23
159, 2021/11/14  7:23:58 GPS, 30.52781548, 114.35698010, 12.6648, 23
160, 2021/11/14  7:23:59 GPS, 30.52781550, 114.35698028, 12.6802, 23
161, 2021/11/14  7:24: 0 GPS, 30.52781562, 114.35698014, 12.6637, 23
162, 2021/11/14  7:24: 1 GPS, 30.52781565, 114.35697991, 12.6733, 23
163, 2021/11/14  7:24: 2 GPS, 30.52781578, 114.35697960, 12.6618, 23
164, 2021/11/14  7:24: 3 GPS, 30.52781587, 114.35697949, 12.6678, 23
165, 2021/11/14  7:24: 4 GPS, 30.52781584, 114.35697929, 12.6601, 23
166, 2021/11/14  7:24: 5 GPS, 30.52781588, 114.35697936, 12.6660, 23
167, 2021/11/14  7:24: 6 GPS, 30.52781594, 114.35697928, 12.6816, 23
168, 2021/11/14  7:24: 7 GPS, 30.52781593, 114.35697928, 12.7033, 23
169, 2021/11/14  7:24: 8 GPS, 30.52781609, 114.35697910, 12.6699, 23
170, 2021/11/14  7:24: 9 GPS, 30.52781605, 114.35697904, 12.6690, 23
171, 2021/11/14  7:24:10 GPS, 30.52781603, 114.35697884, 12.6765, 23
172, 2021/11/14  7:24:11 GPS, 30.52781588, 114.35697882, 12.6927, 23
173, 2021/11/14  7:24:12 GPS, 30.52781601, 114.35697881, 12.6973, 23
174, 2021/11/14  7:24:13 GPS, 30.52781595, 114.35697893, 12.6713, 23
175, 2021/11/14  7:24:14 GPS, 30.52781601, 114.35697896, 12.6806, 23
176, 2021/11/14  7:24:15 GPS, 30.52781611, 114.35697896, 12.6926, 23
177, 2021/11/14  7:24:16 GPS, 30.52781615, 114.35697886, 12.6589, 23
178, 2021/11/14  7:24:17 GPS, 30.52781601, 114.35697898, 12.6554, 23
179, 2021/11/14  7:24:18 GPS, 30.52781610, 114.35697888, 12.6510, 23
180, 2021/11/14  7:24:19 GPS, 30.52781615, 114.35697901, 12.6399, 23
181, 2021/11/14  7:24:20 GPS, 30.52781615, 114.35697915, 12.6160, 23
182, 2021/11/14  7:24:21 GPS, 30.52781623, 114.35697926, 12.5878, 23
183, 2021/11/14  7:24:22 GPS, 30.52781620, 114.35697920, 12.5844, 23
184, 2021/11/14  7:24:23 GPS, 30.52781616, 114.35697924, 12.5539, 23
185, 2021/11/14  7:24:24 GPS, 30.52781632, 114.35697907, 12.5088, 23
186, 2021/11/14  7:24:25 GPS, 30.52781645, 114.35697903, 12.4648, 23
187, 2021/11/14  7:24:26 GPS, 30.52781655, 114.35697883, 12.4349, 23
188, 2021/11/14  7:24:27 GPS, 30.52781684, 114.35697880, 12.4003, 23
189, 2021/11/14  7:24:28 GPS, 30.52781682, 114.35697880, 12.4045, 23
190, 2021/11/14  7:24:29 GPS, 30.52781684, 114.35697876, 12.4252, 23
191, 2021/11/14  7:24:30 GPS, 30.52781695, 114.35697846, 12.3885, 23
192, 2021/11/14  7:24:31 GPS, 30.52781700, 114.35697838, 12.3566, 23
193, 2021/11/14  7:24:32 GPS, 30.52781703, 114.35697849, 12.3860, 23
194, 2021/11/14  7:24:33 GPS, 30.52781716, 114.35697814, 12.4016, 23
195, 2021/11/14  7:24:34 GPS, 30.52781720, 114.35697803, 12.4254, 23
196, 2021/11/14  7:24:35 GPS, 30.52781717, 114.35697795, 12.4036, 23
197, 2021/11/14  7:24:36 GPS, 30.52781723, 114.35697780, 12.3838, 23
198, 2021/11/14  7:24:37 GPS, 30.52781720, 114.35697760, 12.3823, 23
199, 2021/11/14  7:24:38 GPS, 30.52781729, 114.35697737, 12.3654, 23
200, 2021/11/14  7:24:39 GPS, 30.52781731, 114.35697729, 12.3906, 23
201, 2021/11/14  7:24:40 GPS, 30.52781728, 114.35697715, 12.3852, 23
202, 2021/11/14  7:24:41 GPS, 30.52781735, 114.35697698, 12.3774, 23
203, 2021/11/14  7:24:42 GPS, 30.52781745, 114.35697672, 12.3734, 23
204, 2021/11/14  7:24:43 GPS, 30.52781763, 114.35697670, 12.3686, 23
205, 2021/11/14  7:24:44 GPS, 30.52781776, 114.35697639, 12.3784, 23
206, 2021/11/14  7:24:45 GPS, 30.52781781, 114.35697602, 12.3399, 23
207, 2021/11/14  7:24:46 GPS, 30.52781786, 114.35697588, 12.3527, 23
208, 2021/11/14  7:24:47 GPS, 30.52781791, 114.35697574, 12.3611, 23
209, 2021/11/14  7:24:48 GPS, 30.52781790, 114.35697569, 12.3776, 23
210, 2021/11/14  7:24:49 GPS, 30.52781778, 114.35697558, 12.3920, 23
211, 2021/11/14  7:24:50 GPS, 30.52781778, 114.35697531, 12.4137, 23
212, 2021/11/14  7:24:51 GPS, 30.52781778, 114.35697516, 12.4349, 23
213, 2021/11/14  7:24:52 GPS, 30.52781774, 114.35697506, 12.4768, 23
214, 2021/11/14  7:24:53 GPS, 30.52781770, 114.35697480, 12.4558, 23
215, 2021/11/14  7:24:54 GPS, 30.52781771, 114.35697474, 12.4684, 23
216, 2021/11/14  7:24:55 GPS, 30.52781767, 114.35697449, 12.4186, 23
217, 2021/11/14  7:24:56 GPS, 30.52781754, 114.35697458, 12.4298, 23
218, 2021/11/14  7:24:57 GPS, 30.52781753, 114.35697450, 12.4363, 23
219, 2021/11/14  7:24:58 GPS, 30.52781739, 114.35697438, 12.4487, 23
220, 2021/11/14  7:24:59 GPS, 30.52781736, 114.35697444, 12.4732, 23
221, 2021/11/14  7:25: 0 GPS, 30.52781738, 114.35697431, 12.5043, 23
222, 2021/11/14  7:25: 1 GPS, 30.52781746, 114.35697440, 12.5032, 23
223, 2021/11/14  7:25: 2 GPS, 30.52781748, 114.35697450, 12.5430, 23
224, 2021/11/14  7:25: 3 GPS, 30.52781754, 114.35697438, 12.5324, 23
225, 2021/11/14  7:25: 4 GPS, 30.52781742, 114.35697441, 12.5261, 23
226, 2021/11/14  7:25: 5 GPS, 30.52781753, 114.35697435, 12.5487, 23
227, 2021/11/14  7:25: 6 GPS, 30.52781740, 114.35697444, 12.5448, 23
228, 2021/11/14  7:25: 7 GPS, 30.52781740, 114.35697459, 12.5618, 23
229, 2021/11/14  7:25: 8 GPS, 30.52781744, 114.35697459, 12.6230, 23
230, 2021/11/14  7:25: 9 GPS, 30.52781764, 114.35697454, 12.5854, 23
231, 2021/11/14  7:25:10 GPS, 30.52781772, 114.35697448, 12.6083, 23
232, 2021/11/14  7:25:11 GPS, 30.52781784, 114.35697452, 12.5681, 23
233, 2021/11/14  7:25:12 GPS, 30.52781784, 114.35697468, 12.5796, 23
234, 2021/11/14  7:25:13 GPS, 30.52781789, 114.35697470, 12.6091, 23
235, 2021/11/14  7:25:14 GPS, 30.52781791, 114.35697456, 12.5989, 23
236, 2021/11/14  7:25:15 GPS, 30.52781811, 114.35697449, 12.5619, 23
237, 2021/11/14  7:25:16 GPS, 30.52781832, 114.35697428, 12.5341, 23
238, 2021/11/14  7:25:17 GPS, 30.52781833, 114.35697449, 12.5439, 23
239, 2021/11/14  7:25:18 GPS, 30.52781837, 114.35697439, 12.5721, 23
240, 2021/11/14  7:25:19 GPS, 30.52781827, 114.35697440, 12.6085, 23
241, 2021/11/14  7:25:20 GPS, 30.52781814, 114.35697466, 12.6403, 23
242, 2021/11/14  7:25:21 GPS, 30.52781800, 114.35697479, 12.6875, 23
243, 2021/11/14  7:25:22 GPS, 30.52781792, 114.35697481, 12.7397, 23
244, 2021/11/14  7:25:23 GPS, 30.52781795, 114.35697474, 12.7749, 23
245, 2021/11/14  7:25:24 GPS, 30.52781811, 114.35697471, 12.7825, 23
246, 2021/11/14  7:25:25 GPS, 30.52781817, 114.35697478, 12.8018, 23
247, 2021/11/14  7:25:26 GPS, 30.52781803, 114.35697476, 12.8516, 23
248, 2021/11/14  7:25:27 GPS, 30.52781810, 114.35697461, 12.8351, 23
249, 2021/11/14  7:25:28 GPS, 30.52781820, 114.35697469, 12.8436, 23
250, 2021/11/14  7:25:29 GPS, 30.52781827, 114.35697449, 12.8396, 23
251, 2021/11/14  7:25:30 GPS, 30.52781827, 114.35697460, 12.8437, 23
252, 2021/11/14  7:25:31 GPS, 30.52781829, 114.35697474, 12.8820, 23
253, 2021/11/14  7:25:32 GPS, 30.52781820, 114.35697508, 12.8606, 23
254, 2021/11/14  7:25:33 GPS, 30.52781840, 114.35697491, 12.8542, 23
255, 2021/11/14  7:25:34 GPS, 30.52781846, 114.35697493, 12.8907, 23
256, 2021/11/14  7:25:35 GPS, 30.52781856, 114.35697480, 12.8326, 23
257, 2021/11/14  7:25:36 GPS, 30.52781876, 114.35697491, 12.8137, 23
258, 2021/11/14  7:25:37 GPS, 30.52781888, 114.35697495, 12.7640, 23
259, 2021/11/14  7:25:38 GPS, 30.52781912, 114.35697507, 12.7967, 23
260, 2021/11/14  7:25:39 GPS, 30.52781918, 114.35697511, 12.7574, 23
261, 2021/11/14  7:25:40 GPS, 30.52781942, 114.35697507, 12.7008, 23
262, 2021/11/14  7:25:41 GPS, 30.52781958, 114.35697507, 12.6539, 23
263, 2021/11/14  7:25:42 GPS, 30.52781981, 114.35697527, 12.6432, 23
264, 2021/11/14  7:25:43 GPS, 30.52781997, 114.35697551, 12.6023, 23
265, 2021/11/14  7:25:44 GPS, 30.52782010, 114.35697567, 12.5678, 23
266, 2021/11/14  7:25:45 GPS, 30.52782020, 114.35697606, 12.5580, 23
267, 2021/11/14  7:25:46 GPS, 30.52782040, 114.35697634, 12.5263, 23
268, 2021/11/14  7:25:47 GPS, 30.52782054, 114.35697663, 12.5179, 23
269, 2021/11/14  7:25:48 GPS, 30.52782070, 114.35697677, 12.5336, 23
270, 2021/11/14  7:25:49 GPS, 30.52782092, 114.35697667, 12.4764, 23
271, 2021/11/14  7:25:50 GPS, 30.52782113, 114.35697667, 12.4495, 23
272, 2021/11/14  7:25:51 GPS, 30.52782124, 114.35697685, 12.4625, 23
273, 2021/11/14  7:25:52 GPS, 30.52782129, 114.35697697, 12.4734, 23
274, 2021/11/14  7:25:53 GPS, 30.52782121, 114.35697710, 12.4375, 23
275, 2021/11/14  7:25:54 GPS, 30.52782118, 114.35697708, 12.4604, 23
276, 2021/11/14  7:25:55 GPS, 30.52782116, 114.35697712, 12.4816, 23
277, 2021/11/14  7:25:56 GPS, 30.52782125, 114.35697722, 12.5040, 23
278, 2021/11/14  7:25:57 GPS, 30.52782133, 114.35697711, 12.4592, 23
279, 2021/11/14  7:25:58 GPS, 30.52782147, 114.35697722, 12.4959, 23
280, 2021/11/14  7:25:59 GPS, 30.52782149, 114.35697728, 12.4892, 23
281, 2021/11/14  7:26: 0 GPS, 30.52782148, 114.35697727, 12.4878, 23
282, 2021/11/14  7:26: 1 GPS, 30.52782135, 114.35697733, 12.4629, 23
283, 2021/11/14  7:26: 2 GPS, 30.52782126, 114.35697726, 12.5042, 23
284, 2021/11/14  7:26: 3 GPS, 30.52782118, 114.35697722, 12.5292, 23
285, 2021/11/14  7:26: 4 GPS, 30.52782106, 114.35697713, 12.5082, 23
286, 2021/11/14  7:26: 5 GPS, 30.52782108, 114.35697709, 12.5030, 23
287, 2021/11/14  7:26: 6 GPS, 30.52782108, 114.35697713, 12.5479, 23
288, 2021/11/14  7:26: 7 GPS, 30.52782115, 114.35697695, 12.5613, 23
289, 2021/11/14  7:26: 8 GPS, 30.52782127, 114.35697701, 12.5412, 23
290, 2021/11/14  7:26: 9 GPS, 30.52782136, 114.35697705, 12.5126, 23
291, 2021/11/14  7:26:10 GPS, 30.52782139, 114.35697698, 12.4984, 23
292, 2021/11/14  7:26:11 GPS, 30.52782147, 114.35697696, 12.5094, 23
293, 2021/11/14  7:26:12 GPS, 30.52782147, 114.35697714, 12.4830, 23
294, 2021/11/14  7:26:13 GPS, 30.52782150, 114.35697714, 12.4752, 23
295, 2021/11/14  7:26:14 GPS, 30.52782150, 114.35697728, 12.4673, 23
296, 2021/11/14  7:26:15 GPS, 30.52782143, 114.35697730, 12.4742, 23
297, 2021/11/14  7:26:16 GPS, 30.52782132, 114.35697744, 12.4727, 23
298, 2021/11/14  7:26:17 GPS, 30.52782132, 114.35697758, 12.4775, 23
299, 2021/11/14  7:26:18 GPS, 30.52782129, 114.35697772, 12.4844, 23
300, 2021/11/14  7:26:19 GPS, 30.52782133, 114.35697784, 12.5048, 23
301, 2021/11/14  7:26:20 GPS, 30.52782122, 114.35697799, 12.5225, 23
302, 2021/11/14  7:26:21 GPS, 30.52782120, 114.35697811, 12.5564, 23
303, 2021/11/14  7:26:22 GPS, 30.52782113, 114.35697814, 12.5161, 23
304, 2021/11/14  7:26:23 GPS, 30.52782128, 114.35697820, 12.5050, 23
305, 2021/11/14  7:26:24 GPS, 30.52782129, 114.35697817, 12.5119, 23
306, 2021/11/14  7:26:25 GPS, 30.52782110, 114.35697830, 12.5182, 23
307, 2021/11/14  7:26:26 GPS, 30.52782127, 114.35697836, 12.5159, 23
308, 2021/11/14  7:26:27 GPS, 30.52782140, 114.35697839, 12.5275, 23
309, 2021/11/14  7:26:28 GPS, 30.52782127, 114.35697846, 12.5177, 23
310, 2021/11/14  7:26:29 GPS, 30.52782126, 114.35697852, 12.5249, 23
311, 2021/11/14  7:26:30 GPS, 30.52782110, 114.35697872, 12.5493, 23
312, 2021/11/14  7:26:31 GPS, 30.52782110, 114.35697880, 12.5393, 23
313, 2021/11/14  7:26:32 GPS, 30.52782118, 114.35697891, 12.5674, 23
314, 2021/11/14  7:26:33 GPS, 30.52782110, 114.35697903, 12.5587, 23
315, 2021/11/14  7:26:34 GPS, 30.52782100, 114.35697918, 12.5458, 23
316, 2021/11/14  7:26:35 GPS, 30.52782094, 114.35697913, 12.5450, 23
317, 2021/11/14  7:26:36 GPS, 30.52782106, 114.35697922, 12.5371, 23
318, 2021/11/14  7:26:37 GPS, 30.52782090, 114.35697937, 12.5405, 23
319, 2021/11/14  7:26:38 GPS, 30.52782084, 114.35697937, 12.5728, 23
320, 2021/11/14  7:26:39 GPS, 30.52782094, 114.35697916, 12.5758, 23
321, 2021/11/14  7:26:40 GPS, 30.52782094, 114.35697922, 12.6113, 23
322, 2021/11/14  7:26:41 GPS, 30.52782087, 114.35697941, 12.6170, 23
323, 2021/11/14  7:26:42 GPS, 30.52782072, 114.35697960, 12.6396, 23
