Epoch, Time, Latitude(deg), Longitude(deg), Height(m), Sats
1710, 2021/11/14  7:49:50 GPS, 30.52784717, 114.35700262, 9.6324, 20
1711, 2021/11/14  7:49:51 GPS, 30.52784733, 114.35700265, 9.6103, 20
1712, 2021/11/14  7:49:52 GPS, 30.52784732, 114.35700246, 9.6019, 20
1713, 2021/11/14  7:49:53 GPS, 30.52784748, 114.35700239, 9.5409, 20
1714, 2021/11/14  7:49:54 GPS, 30.52784766, 114.35700229, 9.5424, 20
1715, 2021/11/14  7:49:55 GPS, 30.52784785, 114.35700214, 9.5072, 20
1716, 2021/11/14  7:49:56 GPS, 30.52784793, 114.35700224, 9.4521, 20
1717, 2021/11/14  7:49:57 GPS, 30.52784806, 114.35700201, 9.4379, 20
1718, 2021/11/14  7:49:58 GPS, 30.52784818, 114.35700213, 9.3667, 20
1719, 2021/11/14  7:49:59 GPS, 30.52784828, 114.35700194, 9.3347, 20
1720, 2021/11/14  7:50: 0 GPS, 30.52784857, 114.35700186, 9.2468, 20
1721, 2021/11/14  7:50: 1 GPS, 30.52784855, 114.35700162, 9.2609, 20
1722, 2021/11/14  7:50: 2 GPS, 30.52784866, 114.35700164, 9.2371, 20
1723, 2021/11/14  7:50: 3 GPS, 30.52784885, 114.35700179, 9.1760, 20
1724, 2021/11/14  7:50: 4 GPS, 30.52784888, 114.35700166, 9.1982, 20
1725, 2021/11/14  7:50: 5 GPS, 30.52784899, 114.35700152, 9.1556, 20
1726, 2021/11/14  7:50: 6 GPS, 30.52784913, 114.35700138, 9.1531, 20
1727, 2021/11/14  7:50: 7 GPS, 30.52784915, 114.35700113, 9.1781, 20
1728, 2021/11/14  7:50: 8 GPS, 30.52784921, 114.35700119, 9.1783, 20
1729, 2021/11/14  7:50: 9 GPS, 30.52784920, 114.35700104, 9.2115, 20
1730, 2021/11/14  7:50:10 GPS, 30.52784936, 114.35700114, 9.1634, 20
1731, 2021/11/14  7:50:11 GPS, 30.52784952, 114.35700125, 9.0989, 20
1732, 2021/11/14  7:50:12 GPS, 30.52784938, 114.35700094, 9.1476, 20
1733, 2021/11/14  7:50:13 GPS, 30.52784965, 114.35700099, 9.0394, 20
1734, 2021/11/14  7:50:14 GPS, 30.52784974, 114.35700071, 9.0281, 20
1735, 2021/11/14  7:50:15 GPS, 30.52784968, 114.35700068, 9.0779, 20
1736, 2021/11/14  7:50:16 GPS, 30.52784973, 114.35700060, 9.0845, 20
1737, 2021/11/14  7:50:17 GPS, 30.52784972, 114.35700053, 9.0523, 20
1738, 2021/11/14  7:50:18 GPS, 30.52784982, 114.35700041, 9.0250, 20
1739, 2021/11/14  7:50:19 GPS, 30.52784985, 114.35700046, 8.9815, 20
1740, 2021/11/14  7:50:20 GPS, 30.52784981, 114.35700039, 8.9818, 20
1741, 2021/11/14  7:50:21 GPS, 30.52784977, 114.35700033, 8.9450, 20
1742, 2021/11/14  7:50:22 GPS, 30.52784956, 114.35700030, 8.9724, 20
1743, 2021/11/14  7:50:23 GPS, 30.52784945, 114.35700029, 8.9434, 20
1744, 2021/11/14  7:50:24 GPS, 30.52784930, 114.35700021, 8.9449, 20
1745, 2021/11/14  7:50:25 GPS, 30.52784921, 114.35700007, 8.9604, 20
1746, 2021/11/14  7:50:26 GPS, 30.52784920, 114.35700015, 8.9010, 20
1747, 2021/11/14  7:50:27 GPS, 30.52784914, 114.35700010, 8.8570, 20
1748, 2021/11/14  7:50:28 GPS, 30.52784904, 114.35700019, 8.8197, 20
1749, 2021/11/14  7:50:29 GPS, 30.52784898, 114.35700055, 8.8014, 20
1750, 2021/11/14  7:50:30 GPS, 30.52784887, 114.35700055, 8.7728, 20
1751, 2021/11/14  7:50:31 GPS, 30.52784879, 114.35700059, 8.7318, 20
1752, 2021/11/14  7:50:32 GPS, 30.52784863, 114.35700059, 8.7518, 20
1753, 2021/11/14  7:50:33 GPS, 30.52784853, 114.35700063, 8.7284, 20
1754, 2021/11/14  7:50:34 GPS, 30.52784851, 114.35700078, 8.6369, 20
1755, 2021/11/14  7:50:35 GPS, 30.52784854, 114.35700097, 8.5336, 20
1756, 2021/11/14  7:50:36 GPS, 30.52784847, 114.35700095, 8.4706, 20
1757, 2021/11/14  7:50:37 GPS, 30.52784841, 114.35700098, 8.3958, 20
1758, 2021/11/14  7:50:38 GPS, 30.52784835, 114.35700099, 8.3304, 20
1759, 2021/11/14  7:50:39 GPS, 30.52784826, 114.35700100, 8.3269, 20
1760, 2021/11/14  7:50:40 GPS, 30.52784810, 114.35700119, 8.2701, 20
1761, 2021/11/14  7:50:41 GPS, 30.52784816, 114.35700136, 8.2037, 20
1762, 2021/11/14  7:50:42 GPS, 30.52784796, 114.35700117, 8.2183, 20
1763, 2021/11/14  7:50:43 GPS, 30.52784780, 114.35700140, 8.2196, 20
1764, 2021/11/14  7:50:44 GPS, 30.52784774, 114.35700149, 8.1974, 20
1765, 2021/11/14  7:50:45 GPS, 30.52784764, 114.35700151, 8.2208, 20
1766, 2021/11/14  7:50:46 GPS, 30.52784758, 114.35700166, 8.1836, 20
1767, 2021/11/14  7:50:47 GPS, 30.52784768, 114.35700189, 8.1692, 20
1768, 2021/11/14  7:50:48 GPS, 30.52784769, 114.35700171, 8.1514, 20
1769, 2021/11/14  7:50:49 GPS, 30.52784755, 114.35700156, 8.1536, 20
1770, 2021/11/14  7:50:50 GPS, 30.52784748, 114.35700145, 8.1502, 20
1771, 2021/11/14  7:50:51 GPS, 30.52784743, 114.35700114, 8.1876, 20
1772, 2021/11/14  7:50:52 GPS, 30.52784752, 114.35700102, 8.1722, 20
1773, 2021/11/14  7:50:53 GPS, 30.52784756, 114.35700095, 8.1655, 20
1774, 2021/11/14  7:50:54 GPS, 30.52784754, 114.35700066, 8.1957, 20
1775, 2021/11/14  7:50:55 GPS, 30.52784757, 114.35700040, 8.2000, 20
1776, 2021/11/14  7:50:56 GPS, 30.52784762, 114.35700026, 8.1764, 20
1777, 2021/11/14  7:50:57 GPS, 30.52784772, 114.35700009, 8.1401, 20
1778, 2021/11/14  7:50:58 GPS, 30.52784775, 114.35699985, 8.2022, 20
1779, 2021/11/14  7:50:59 GPS, 30.52784778, 114.35699972, 8.1681, 20
1780, 2021/11/14  7:51: 0 GPS, 30.52784799, 114.35699978, 8.1419, 20
1781, 2021/11/14  7:51: 1 GPS, 30.52784810, 114.35699958, 8.1258, 20
1782, 2021/11/14  7:51: 2 GPS, 30.52784821, 114.35699962, 8.1401, 20
1783, 2021/11/14  7:51: 3 GPS, 30.52784833, 114.35699951, 8.1541, 20
1784, 2021/11/14  7:51: 4 GPS, 30.52784834, 114.35699957, 8.1757, 20
1785, 2021/11/14  7:51: 5 GPS, 30.52784832, 114.35699929, 8.1975, 20
1786, 2021/11/14  7:51: 6 GPS, 30.52784846, 114.35699918, 8.1628, 20
1787, 2021/11/14  7:51: 7 GPS, 30.52784858, 114.35699956, 8.1019, 20
1788, 2021/11/14  7:51: 8 GPS, 30.52784863, 114.35699957, 8.1137, 20
1789, 2021/11/14  7:51: 9 GPS, 30.52784860, 114.35699960, 8.1268, 20
1790, 2021/11/14  7:51:10 GPS, 30.52784870, 114.35699977, 8.0574, 20
1791, 2021/11/14  7:51:11 GPS, 30.52784880, 114.35699997, 8.0455, 20
1792, 2021/11/14  7:51:12 GPS, 30.52784877, 114.35699981, 8.1032, 20
1793, 2021/11/14  7:51:13 GPS, 30.52784886, 114.35699995, 8.1196, 20
1794, 2021/11/14  7:51:14 GPS, 30.52784891, 114.35700000, 8.0816, 20
1795, 2021/11/14  7:51:15 GPS, 30.52784900, 114.35700008, 8.0217, 20
1796, 2021/11/14  7:51:16 GPS, 30.52784911, 114.35700019, 7.9948, 20
1797, 2021/11/14  7:51:17 GPS, 30.52784921, 114.35700012, 7.9576, 20
1798, 2021/11/14  7:51:18 GPS, 30.52784935, 114.35700033, 7.8999, 20
1799, 2021/11/14  7:51:19 GPS, 30.52784950, 114.35700026, 7.8826, 20
1800, 2021/11/14  7:51:20 GPS, 30.52784970, 114.35700035, 7.8611, 20
1801, 2021/11/14  7:51:21 GPS, 30.52784984, 114.35700032, 7.8400, 20
1802, 2021/11/14  7:51:22 GPS, 30.52784991, 114.35700044, 7.8390, 20
1803, 2021/11/14  7:51:23 GPS, 30.52784997, 114.35700040, 7.9006, 20
1804, 2021/11/14  7:51:24 GPS, 30.52785015, 114.35700035, 7.9460, 20
1805, 2021/11/14  7:51:25 GPS, 30.52785021, 114.35700044, 7.9618, 20
1806, 2021/11/14  7:51:26 GPS, 30.52785021, 114.35700033, 7.9684, 20
1807, 2021/11/14  7:51:27 GPS, 30.52785032, 114.35700042, 7.9845, 20
1808, 2021/11/14  7:51:28 GPS, 30.52785034, 114.35700041, 8.0087, 20
1809, 2021/11/14  7:51:29 GPS, 30.52785040, 114.35700026, 8.0179, 20
1810, 2021/11/14  7:51:30 GPS, 30.52785058, 114.35700031, 7.9685, 20
1811, 2021/11/14  7:51:31 GPS, 30.52785084, 114.35700048, 7.9120, 20
1812, 2021/11/14  7:51:32 GPS, 30.52785091, 114.35700051, 7.8856, 20
1813, 2021/11/14  7:51:33 GPS, 30.52785094, 114.35700073, 7.8801, 20
1814, 2021/11/14  7:51:34 GPS, 30.52785100, 114.35700077, 7.9022, 20
1815, 2021/11/14  7:51:35 GPS, 30.52785109, 114.35700076, 7.8081, 20
1816, 2021/11/14  7:51:36 GPS, 30.52785121, 114.35700083, 7.8033, 20
1817, 2021/11/14  7:51:37 GPS, 30.52785128, 114.35700097, 7.7629, 20
1818, 2021/11/14  7:51:38 GPS, 30.52785121, 114.35700072, 7.7981, 20
1819, 2021/11/14  7:51:39 GPS, 30.52785127, 114.35700088, 7.7920, 20
1820, 2021/11/14  7:51:40 GPS, 30.52785140, 114.35700109, 7.7516, 20
1821, 2021/11/14  7:51:41 GPS, 30.52785141, 114.35700120, 7.7547, 20
1822, 2021/11/14  7:51:42 GPS, 30.52785153, 114.35700123, 7.7199, 20
1823, 2021/11/14  7:51:43 GPS, 30.52785158, 114.35700118, 7.7164, 20
1824, 2021/11/14  7:51:44 GPS, 30.52785171, 114.35700111, 7.6994, 20
1825, 2021/11/14  7:51:45 GPS, 30.52785188, 114.35700102, 7.6817, 20
1826, 2021/11/14  7:51:46 GPS, 30.52785200, 114.35700079, 7.6712, 20
1827, 2021/11/14  7:51:47 GPS, 30.52785210, 114.35700074, 7.6311, 20
1828, 2021/11/14  7:51:48 GPS, 30.52785203, 114.35700075, 7.6628, 20
1829, 2021/11/14  7:51:49 GPS, 30.52785206, 114.35700077, 7.6569, 20
1830, 2021/11/14  7:51:50 GPS, 30.52785219, 114.35700087, 7.6348, 20
1831, 2021/11/14  7:51:51 GPS, 30.52785244, 114.35700113, 7.5762, 20
1832, 2021/11/14  7:51:52 GPS, 30.52785250, 114.35700100, 7.6075, 20
1833, 2021/11/14  7:51:53 GPS, 30.52785250, 114.35700098, 7.6739, 20
1834, 2021/11/14  7:51:54 GPS, 30.52785239, 114.35700086, 7.7129, 20
1835, 2021/11/14  7:51:55 GPS, 30.52785233, 114.35700072, 7.6735, 20
1836, 2021/11/14  7:51:56 GPS, 30.52785237, 114.35700090, 7.6492, 20
1837, 2021/11/14  7:51:57 GPS, 30.52785232, 114.35700092, 7.6655, 20
1838, 2021/11/14  7:51:58 GPS, 30.52785207, 114.35700075, 7.7274, 20
1839, 2021/11/14  7:51:59 GPS, 30.52785193, 114.35700078, 7.7544, 20
1840, 2021/11/14  7:52: 0 GPS, 30.52785195, 114.35700064, 7.7529, 20
1841, 2021/11/14  7:52: 1 GPS, 30.52785183, 114.35700037, 7.7831, 20
1842, 2021/11/14  7:52: 2 GPS, 30.52785193, 114.35700055, 7.7464, 20
1843, 2021/11/14  7:52: 3 GPS, 30.52785177, 114.35700060, 7.7372, 20
1844, 2021/11/14  7:52: 4 GPS, 30.52785163, 114.35700053, 7.6809, 20
1845, 2021/11/14  7:52: 5 GPS, 30.52785160, 114.35700057, 7.6247, 20
1846, 2021/11/14  7:52: 6 GPS, 30.52785176, 114.35700103, 7.5838, 20
1847, 2021/11/14  7:52: 7 GPS, 30.52785161, 114.35700096, 7.5827, 20
1848, 2021/11/14  7:52: 8 GPS, 30.52785143, 114.35700089, 7.6129, 20
1849, 2021/11/14  7:52: 9 GPS, 30.52785157, 114.35700134, 7.5068, 20
1850, 2021/11/14  7:52:10 GPS, 30.52785152, 114.35700134, 7.4472, 20
1851, 2021/11/14  7:52:11 GPS, 30.52785143, 114.35700152, 7.3933, 20
1852, 2021/11/14  7:52:12 GPS, 30.52785140, 114.35700178, 7.3003, 20
1853, 2021/11/14  7:52:13 GPS, 30.52785134, 114.35700207, 7.2472, 20
1854, 2021/11/14  7:52:14 GPS, 30.52785134, 114.35700207, 7.2438, 20
1855, 2021/11/14  7:52:15 GPS, 30.52785115, 114.35700194, 7.2774, 20
1856, 2021/11/14  7:52:16 GPS, 30.52785123, 114.35700197, 7.2618, 20
1857, 2021/11/14  7:52:17 GPS, 30.52785131, 114.35700200, 7.2269, 20
1858, 2021/11/14  7:52:18 GPS, 30.52785130, 114.35700216, 7.2017, 20
1859, 2021/11/14  7:52:19 GPS, 30.52785119, 114.35700210, 7.2683, 20
1860, 2021/11/14  7:52:20 GPS, 30.52785116, 114.35700232, 7.1970, 20
1861, 2021/11/14  7:52:21 GPS, 30.52785117, 114.35700245, 7.1440, 20
1862, 2021/11/14  7:52:22 GPS, 30.52785111, 114.35700245, 7.1835, 20
1863, 2021/11/14  7:52:23 GPS, 30.52785101, 114.35700264, 7.1975, 20
1864, 2021/11/14  7:52:24 GPS, 30.52785083, 114.35700257, 7.2336, 20
1865, 2021/11/14  7:52:25 GPS, 30.52785067, 114.35700253, 7.2260, 20
1866, 2021/11/14  7:52:26 GPS, 30.52785072, 114.35700284, 7.1783, 20
1867, 2021/11/14  7:52:27 GPS, 30.52785054, 114.35700264, 7.2122, 20
1868, 2021/11/14  7:52:28 GPS, 30.52785052, 114.35700267, 7.1900, 20
1869, 2021/11/14  7:52:29 GPS, 30.52785068, 114.35700295, 7.1151, 20
1870, 2021/11/14  7:52:30 GPS, 30.52785062, 114.35700307, 7.1229, 20
1871, 2021/11/14  7:52:31 GPS, 30.52785054, 114.35700312, 7.0934, 20
1872, 2021/11/14  7:52:32 GPS, 30.52785052, 114.35700345, 7.0842, 20
1873, 2021/11/14  7:52:33 GPS, 30.52785012, 114.35700354, 7.1635, 20
1874, 2021/11/14  7:52:34 GPS, 30.52785001, 114.35700356, 7.1861, 20
1875, 2021/11/14  7:52:35 GPS, 30.52785017, 114.35700352, 7.1145, 20
1876, 2021/11/14  7:52:36 GPS, 30.52785004, 114.35700345, 7.1192, 20
1877, 2021/11/14  7:52:37 GPS, 30.52784993, 114.35700351, 7.1117, 20
1878, 2021/11/14  7:52:38 GPS, 30.52784977, 114.35700345, 7.1131, 20
1879, 2021/11/14  7:52:39 GPS, 30.52784980, 114.35700385, 7.1092, 20
1880, 2021/11/14  7:52:40 GPS, 30.52784963, 114.35700391, 7.1055, 20
1881, 2021/11/14  7:52:41 GPS, 30.52784960, 114.35700425, 7.0856, 20
1882, 2021/11/14  7:52:42 GPS, 30.52784962, 114.35700451, 7.0915, 20
1883, 2021/11/14  7:52:43 GPS, 30.52784966, 114.35700468, 7.0800, 20
1884, 2021/11/14  7:52:44 GPS, 30.52784962, 114.35700495, 7.0793, 20
1885, 2021/11/14  7:52:45 GPS, 30.52784954, 114.35700492, 7.1755, 20
1886, 2021/11/14  7:52:46 GPS, 30.52784950, 114.35700499, 7.1974, 20
1887, 2021/11/14  7:52:47 GPS, 30.52784947, 114.35700516, 7.2552, 20
1888, 2021/11/14  7:52:48 GPS, 30.52784949, 114.35700528, 7.2361, 20
1889, 2021/11/14  7:52:49 GPS, 30.52784952, 114.35700523, 7.2275, 20
1890, 2021/11/14  7:52:50 GPS, 30.52784955, 114.35700520, 7.2412, 20
1891, 2021/11/14  7:52:51 GPS, 30.52784958, 114.35700521, 7.2932, 20
1892, 2021/11/14  7:52:52 GPS, 30.52784955, 114.35700537, 7.3084, 20
1893, 2021/11/14  7:52:53 GPS, 30.52784968, 114.35700559, 7.3066, 20
1894, 2021/11/14  7:52:54 GPS, 30.52784972, 114.35700563, 7.3029, 20
1895, 2021/11/14  7:52:55 GPS, 30.52784998, 114.35700566, 7.3014, 20
1896, 2021/11/14  7:52:56 GPS, 30.52785004, 114.35700585, 7.2721, 20
1897, 2021/11/14  7:52:57 GPS, 30.52785022, 114.35700593, 7.2456, 20
1898, 2021/11/14  7:52:58 GPS, 30.52785024, 114.35700582, 7.2501, 20
1899, 2021/11/14  7:52:59 GPS, 30.52785047, 114.35700623, 7.2216, 20
1900, 2021/11/14  7:53: 0 GPS, 30.52785053, 114.35700643, 7.1852, 20
1901, 2021/11/14  7:53: 1 GPS, 30.52785062, 114.35700652, 7.1425, 20
1902, 2021/11/14  7:53: 2 GPS, 30.52785072, 114.35700628, 7.1969, 20
1903, 2021/11/14  7:53: 3 GPS, 30.52785079, 114.35700651, 7.2110, 20
1904, 2021/11/14  7:53: 4 GPS, 30.52785080, 114.35700647, 7.2503, 20
1905, 2021/11/14  7:53: 5 GPS, 30.52785079, 114.35700616, 7.2881, 20
1906, 2021/11/14  7:53: 6 GPS, 30.52785081, 114.35700595, 7.3321, 20
1907, 2021/11/14  7:53: 7 GPS, 30.52785080, 114.35700613, 7.2954, 20
1908, 2021/11/14  7:53: 8 GPS, 30.52785083, 114.35700628, 7.2790, 20
1909, 2021/11/14  7:53: 9 GPS, 30.52785089, 114.35700627, 7.2924, 20
1910, 2021/11/14  7:53:10 GPS, 30.52785084, 114.35700597, 7.3431, 20
1911, 2021/11/14  7:53:11 GPS, 30.52785083, 114.35700579, 7.3783, 20
1912, 2021/11/14  7:53:12 GPS, 30.52785073, 114.35700587, 7.3850, 20
1913, 2021/11/14  7:53:13 GPS, 30.52785067, 114.35700554, 7.4503, 20
1914, 2021/11/14  7:53:14 GPS, 30.52785075, 114.35700551, 7.4303, 20
1915, 2021/11/14  7:53:15 GPS, 30.52785075, 114.35700563, 7.4798, 20
1916, 2021/11/14  7:53:16 GPS, 30.52785089, 114.35700545, 7.4550, 20
1917, 2021/11/14  7:53:17 GPS, 30.52785100, 114.35700551, 7.3896, 20
1918, 2021/11/14  7:53:18 GPS, 30.52785097, 114.35700529, 7.4240, 20
1919, 2021/11/14  7:53:19 GPS, 30.52785076, 114.35700513, 7.4951, 20
1920, 2021/11/14  7:53:20 GPS, 30.52785086, 114.35700536, 7.4637, 20
1921, 2021/11/14  7:53:21 GPS, 30.52785075, 114.35700532, 7.4768, 20
1922, 2021/11/14  7:53:22 GPS, 30.52785074, 114.35700535, 7.4930, 20
1923, 2021/11/14  7:53:23 GPS, 30.52785084, 114.35700508, 7.4708, 20
1924, 2021/11/14  7:53:24 GPS, 30.52785071, 114.35700480, 7.5265, 20
1925, 2021/11/14  7:53:25 GPS, 30.52785071, 114.35700484, 7.5091, 20
1926, 2021/11/14  7:53:26 GPS, 30.52785055, 114.35700480, 7.5041, 20
1927, 2021/11/14  7:53:27 GPS, 30.52785045, 114.35700461, 7.5258, 20
1928, 2021/11/14  7:53:28 GPS, 30.52785063, 114.35700445, 7.4377, 20
1929, 2021/11/14  7:53:29 GPS, 30.52785049, 114.35700414, 7.4731, 20
1930, 2021/11/14  7:53:30 GPS, 30.52785047, 114.35700413, 7.4578, 20
1931, 2021/11/14  7:53:31 GPS, 30.52785047, 114.35700420, 7.4417, 20
1932, 2021/11/14  7:53:32 GPS, 30.52785051, 114.35700449, 7.4232, 20
1933, 2021/11/14  7:53:33 GPS, 30.52785051, 114.35700462, 7.3691, 20
1934, 2021/11/14  7:53:34 GPS, 30.52785056, 114.35700461, 7.3768, 20
1935, 2021/11/14  7:53:35 GPS, 30.52785048, 114.35700467, 7.3482, 20
1936, 2021/11/14  7:53:36 GPS, 30.52785045, 114.35700470, 7.3388, 20
1937, 2021/11/14  7:53:37 GPS, 30.52785037, 114.35700491, 7.3204, 20
1938, 2021/11/14  7:53:38 GPS, 30.52785043, 114.35700503, 7.2927, 20
1939, 2021/11/14  7:53:39 GPS, 30.52785052, 114.35700517, 7.2984, 20
1940, 2021/11/14  7:53:40 GPS, 30.52785049, 114.35700503, 7.3384, 20
1941, 2021/11/14  7:53:41 GPS, 30.52785047, 114.35700515, 7.3606, 20
1942, 2021/11/14  7:53:42 GPS, 30.52785028, 114.35700506, 7.3767, 20
1943, 2021/11/14  7:53:43 GPS, 30.52785034, 114.35700533, 7.3800, 20
1944, 2021/11/14  7:53:44 GPS, 30.52785034, 114.35700525, 7.3787, 20
1945, 2021/11/14  7:53:45 GPS, 30.52785043, 114.35700531, 7.3658, 20
1946, 2021/11/14  7:53:46 GPS, 30.52785040, 114.35700535, 7.3703, 20
1947, 2021/11/14  7:53:47 GPS, 30.52785032, 114.35700546, 7.3723, 20
1948, 2021/11/14  7:53:48 GPS, 30.52785027, 114.35700531, 7.3899, 20
1949, 2021/11/14  7:53:49 GPS, 30.52785039, 114.35700524, 7.3591, 20
1950, 2021/11/14  7:53:50 GPS, 30.52785030, 114.35700504, 7.4112, 20
1951, 2021/11/14  7:53:51 GPS, 30.52785039, 114.35700485, 7.4169, 20
1952, 2021/11/14  7:53:52 GPS, 30.52785046, 114.35700498, 7.4172, 20
1953, 2021/11/14  7:53:53 GPS, 30.52785050, 114.35700533, 7.4085, 20
1954, 2021/11/14  7:53:54 GPS, 30.52785051, 114.35700519, 7.4461, 20
1955, 2021/11/14  7:53:55 GPS, 30.52785047, 114.35700502, 7.4916, 20
1956, 2021/11/14  7:53:56 GPS, 30.52785043, 114.35700485, 7.5420, 20
1957, 2021/11/14  7:53:57 GPS, 30.52785035, 114.35700478, 7.6099, 20
1958, 2021/11/14  7:53:58 GPS, 30.52785025, 114.35700480, 7.6682, 20
1959, 2021/11/14  7:53:59 GPS, 30.52785040, 114.35700456, 7.6744, 20
1960, 2021/11/14  7:54: 0 GPS, 30.52785036, 114.35700453, 7.6777, 20
1961, 2021/11/14  7:54: 1 GPS, 30.52785046, 114.35700440, 7.6886, 20
1962, 2021/11/14  7:54: 2 GPS, 30.52785035, 114.35700418, 7.8008, 20
1963, 2021/11/14  7:54: 3 GPS, 30.52785031, 114.35700430, 7.7881, 20
1964, 2021/11/14  7:54: 4 GPS, 30.52785036, 114.35700430, 7.7973, 20
1965, 2021/11/14  7:54: 5 GPS, 30.52785052, 114.35700436, 7.7431, 20
1966, 2021/11/14  7:54: 6 GPS, 30.52785042, 114.35700403, 7.7628, 20
1967, 2021/11/14  7:54: 7 GPS, 30.52785054, 114.35700399, 7.7199, 20
1968, 2021/11/14  7:54: 8 GPS, 30.52785068, 114.35700409, 7.7003, 20
1969, 2021/11/14  7:54: 9 GPS, 30.52785066, 114.35700371, 7.7044, 20
1970, 2021/11/14  7:54:10 GPS, 30.52785081, 114.35700383, 7.6813, 20
1971, 2021/11/14  7:54:11 GPS, 30.52785076, 114.35700390, 7.6542, 20
1972, 2021/11/14  7:54:12 GPS, 30.52785077, 114.35700423, 7.6585, 20
1973, 2021/11/14  7:54:13 GPS, 30.52785085, 114.35700415, 7.6742, 20
1974, 2021/11/14  7:54:14 GPS, 30.52785083, 114.35700396, 7.6907, 20
1975, 2021/11/14  7:54:15 GPS, 30.52775066, 114.35694796, 7.6271, 21
1976, 2021/11/14  7:54:16 GPS, 30.52775063, 114.35694819, 7.7117, 21
1977, 2021/11/14  7:54:17 GPS, 30.52776212, 114.35695452, 7.7200, 21
1978, 2021/11/14  7:54:18 GPS, 30.52776315, 114.35695504, 7.7066, 21
1979, 2021/11/14  7:54:19 GPS, 30.52776332, 114.35695497, 7.7500, 21
1980, 2021/11/14  7:54:20 GPS, 30.52776294, 114.35695462, 7.7371, 21
1981, 2021/11/14  7:54:21 GPS, 30.52776301, 114.35695459, 7.7656, 21
1982, 2021/11/14  7:54:22 GPS, 30.52776313, 114.35695458, 7.7767, 21
1983, 2021/11/14  7:54:23 GPS, 30.52776321, 114.35695474, 7.8408, 21
1984, 2021/11/14  7:54:24 GPS, 30.52776308, 114.35695472, 7.8153, 21
1985, 2021/11/14  7:54:25 GPS, 30.52776304, 114.35695446, 7.8319, 21
1986, 2021/11/14  7:54:26 GPS, 30.52776296, 114.35695408, 7.8486, 21
1987, 2021/11/14  7:54:27 GPS, 30.52776297, 114.35695395, 7.8896, 21
1988, 2021/11/14  7:54:28 GPS, 30.52776259, 114.35695377, 7.9904, 21
1989, 2021/11/14  7:54:29 GPS, 30.52776268, 114.35695359, 7.9193, 21
1990, 2021/11/14  7:54:30 GPS, 30.52776257, 114.35695328, 7.9813, 21
1991, 2021/11/14  7:54:31 GPS, 30.52776238, 114.35695330, 8.0198, 21
1992, 2021/11/14  7:54:32 GPS, 30.52776253, 114.35695322, 7.9861, 21
